,user_id,age,place_of_living
813,54-001-066-02,40,1
814,54-602-006-02,38,2
815,54-001-068-02,50,1
816,54-001-090-02,61,1
817,54-001-005-02,35,1
818,54-102-337-01,52,1
819,54-101-024-01,59,1
820,54-102-338-01,46,1
821,54-101-025-01,58,1
822,54-102-338-02,69,1
823,54-101-026-01,35,1
824,54-102-339-01,69,1
825,54-101-047-01,41,1
826,54-102-340-01,53,1
827,54-101-048-01,51,1
828,54-102-341-01,51,1
829,54-101-049-01,43,1
830,54-102-342-01,40,1
831,54-101-053-01,53,1
832,54-102-343-01,68,1
833,54-101-054-01,43,1
834,54-102-344-01,45,1
835,54-101-050-01,66,1
836,54-101-051-01,67,1
837,54-102-345-01,35,1
838,54-101-052-01,47,1
839,54-101-041-01,50,1
840,54-101-042-01,60,1
841,54-101-043-01,42,1
842,54-101-044-01,50,1
843,54-101-045-01,49,1
844,54-101-046-01,40,1
845,54-101-065-01,41,1
846,54-101-067-01,65,1
847,54-101-068-01,47,1
848,54-001-076-01,69,1
849,54-602-009-01,59,1
850,54-602-019-01,59,2
851,54-001-107-01,37,1
852,54-001-042-01,40,1
853,54-001-041-01,39,1
854,54-001-006-01,65,1
855,54-602-003-01,58,2
856,54-001-064-01,50,1
857,54-001-063-01,63,1
858,54-001-061-01,46,1
859,54-001-069-01,36,1
860,54-001-019-01,64,1
861,54-001-022-01,55,1
862,54-102-348-01,67,1
863,54-102-349-01,58,1
864,54-101-031-02,57,1
865,54-101-052-02,44,1
866,54-101-055-01,39,1
867,54-101-056-01,58,1
868,54-101-060-01,63,1
869,54-101-061-01,46,1
870,54-101-062-01,53,1
871,54-101-064-01,40,1
872,54-101-068-02,46,1
873,54-101-069-01,51,1
874,54-101-070-01,69,1
875,54-101-071-01,44,1
876,54-101-074-01,60,1
877,54-101-075-01,55,1
878,54-101-078-01,56,1
879,54-101-079-01,59,1
880,54-101-080-01,45,1
881,54-101-080-02,45,1
882,54-101-081-01,52,1
883,54-103-018-01,62,1
884,54-103-024-01,65,1
885,54-102-180-01,53,1
886,54-102-179-01,46,1
887,54-002-029-01,58,1
888,54-002-027-01,65,1
889,54-002-026-01,58,1
890,54-002-025-01,45,1
891,54-102-178-01,54,1
892,54-102-177-01,59,1
893,54-102-176-01,57,1
894,54-102-175-01,64,1
895,54-102-174-01,51,1
896,54-102-173-01,47,1
897,54-102-083-01,67,1
898,54-102-335-02,60,1
899,54-001-036-02,52,1
900,54-103-023-01,67,1
901,54-103-022-02,67,1
902,54-103-022-01,67,1
903,54-103-030-01,62,1
904,54-103-029-01,69,1
905,54-103-028-01,65,1
906,54-103-026-01,43,1
907,54-103-025-01,69,1
908,54-102-358-02,47,1
909,54-102-356-02,55,1
910,54-102-205-02,53,1
911,54-102-320-01,69,1
912,54-102-303-01,59,1
913,54-102-304-01,43,1
914,54-102-304-02,40,1
915,54-102-305-01,58,1
916,54-102-306-01,50,1
917,54-102-306-02,53,1
918,54-102-307-01,43,1
919,54-102-353-01,52,1
920,54-102-354-01,40,1
921,54-102-354-02,48,1
922,54-102-355-01,56,1
923,54-102-356-01,53,1
924,54-102-318-02,67,1
925,54-102-319-01,54,1
926,54-102-325-01,47,1
927,54-102-326-01,59,1
928,54-102-327-01,54,1
929,54-102-328-01,62,1
930,54-102-308-01,69,1
931,54-102-352-01,63,1
932,54-102-345-02,42,1
933,54-102-211-01,60,1
934,54-102-212-01,61,1
935,54-102-212-02,67,1
936,54-102-213-01,68,1
937,54-102-214-01,61,1
938,54-102-214-02,63,1
939,54-102-215-01,36,1
940,54-102-216-01,50,1
941,54-102-220-01,58,1
942,54-102-336-01,65,1
943,54-102-223-01,42,1
944,54-102-224-01,61,1
945,54-102-224-02,61,1
946,54-102-225-01,38,1
947,54-102-219-01,70,1
948,54-102-226-01,43,1
949,54-102-227-01,47,1
950,54-102-330-01,65,1
951,54-102-217-01,63,1
952,54-102-331-01,60,1
953,54-102-331-02,61,1
954,54-102-332-01,63,1
955,54-002-033-01,55,1
956,54-102-333-01,68,1
957,54-102-334-01,36,1
958,54-102-221-01,68,1
959,54-102-222-01,40,1
960,54-102-222-02,52,1
961,54-102-236-01,37,1
962,54-002-032-01,46,1
963,54-002-030-01,45,1
964,54-002-168-01,43,1
965,54-002-167-01,61,1
966,54-002-166-02,53,1
967,54-002-193-01,37,1
968,54-002-190-01,59,1
969,54-002-189-01,59,1
970,54-002-188-01,67,1
971,54-002-186-01,44,1
972,54-501-022-01,46,1
973,54-002-185-02,54,1
974,54-002-185-01,59,1
975,54-002-183-01,38,1
976,54-002-182-01,69,1
977,54-501-021-01,67,2
978,54-501-020-01,42,1
979,54-002-181-01,45,1
980,54-002-180-01,62,1
981,54-501-019-01,65,2
982,54-002-159-02,40,1
983,54-002-159-01,40,1
984,54-002-158-01,53,1
985,54-002-179-01,61,1
986,54-501-018-01,51,1
987,54-002-178-01,45,1
988,54-002-177-01,56,1
989,54-002-176-01,50,1
990,54-002-174-01,56,1
991,54-501-016-01,65,1
992,54-002-173-01,56,1
993,54-002-171-01,56,1
994,54-501-013-01,36,2
995,54-002-170-01,41,1
996,54-002-169-01,57,1
997,54-002-150-01,58,1
998,54-002-149-01,41,1
999,54-002-148-02,67,1
1000,54-002-148-01,67,1
1001,54-501-012-02,56,1
1002,54-002-147-01,62,1
1003,54-501-011-01,48,2
1004,54-002-146-01,44,1
1005,54-501-095-01,44,2
1006,54-002-145-01,60,1
1007,54-002-144-02,43,1
1008,54-002-144-01,40,1
1009,54-501-094-02,54,1
1010,54-501-094-01,56,2
1011,54-501-092-02,52,1
1012,54-002-143-01,67,1
1013,54-501-092-01,52,2
1014,54-002-142-01,55,1
1015,54-002-157-01,46,1
1016,54-501-091-02,47,1
1017,54-501-023-01,44,2
1018,54-501-028-01,66,2
1019,54-501-027-01,66,2
1020,54-501-026-04,67,1
1021,54-501-026-03,35,1
1022,54-501-064-01,55,2
1023,54-501-081-01,61,2
1024,54-501-082-01,57,2
1025,54-501-083-01,65,2
1026,54-501-084-01,50,2
1027,54-102-082-01,63,1
1028,54-601-001-01,38,2
1029,54-501-085-01,37,2
1030,54-501-088-01,62,2
1031,54-601-001-02,64,2
1032,54-601-002-01,56,2
1033,54-501-089-01,57,2
1034,54-601-003-01,57,2
1035,54-501-090-01,66,2
1036,54-102-081-01,65,1
1037,54-601-005-01,46,2
1038,54-501-091-01,44,2
1039,54-601-006-02,57,2
1040,54-501-024-01,41,2
1041,54-601-007-01,44,2
1042,54-501-025-01,54,2
1043,54-501-025-02,54,2
1044,54-601-009-01,46,2
1045,54-601-010-01,58,2
1046,54-501-026-01,45,2
1047,54-601-012-01,38,2
1048,54-501-038-01,51,2
1049,54-601-014-01,69,2
1050,54-601-015-01,42,2
1051,54-501-002-01,56,2
1052,54-601-017-01,41,2
1053,54-601-018-01,40,2
1054,54-501-037-01,38,2
1055,54-501-001-02,39,2
1056,54-601-019-02,56,2
1057,54-501-001-01,59,2
1058,54-501-028-02,36,2
1059,54-601-020-02,58,2
1060,54-601-021-01,51,2
1061,54-501-029-01,58,2
1062,54-601-022-01,50,2
1063,54-601-024-01,43,2
1064,54-601-026-01,35,2
1065,54-501-030-01,54,2
1066,54-601-028-01,60,2
1067,54-501-031-01,60,2
1068,54-601-029-02,58,2
1069,54-501-032-01,66,2
1070,54-601-030-01,65,2
1071,54-501-033-01,64,2
1072,54-601-030-03,39,2
1073,54-501-035-02,52,1
1074,54-601-032-01,35,2
1075,54-501-026-02,48,1
1076,54-601-032-02,36,2
1077,54-601-031-01,42,2
1078,54-601-034-01,44,2
1079,54-601-035-01,54,2
1080,54-601-036-01,59,2
1081,54-601-038-01,54,2
1082,54-601-039-01,44,2
1083,54-601-040-01,51,2
1084,54-601-044-01,58,2
1085,54-601-045-01,59,2
1086,54-601-046-01,56,2
1087,54-601-047-01,39,2
1088,54-601-048-01,69,2
1089,54-601-048-02,69,2
1090,54-601-049-01,36,2
1091,54-601-053-01,62,2
1092,54-601-054-01,40,2
1093,54-601-057-01,42,2
1094,54-102-206-01,65,1
1095,54-102-207-01,61,1
1096,54-102-208-01,58,1
1097,54-102-209-01,59,1
1098,54-102-231-01,44,1
1099,54-102-231-02,39,1
1100,54-102-232-01,66,1
1101,54-102-233-01,68,1
1102,54-102-234-01,39,1
1103,54-102-234-02,62,1
1104,54-102-204-02,67,1
1105,54-102-351-02,37,1
1106,54-002-112-01,58,1
1107,54-002-031-01,53,1
1108,54-002-027-02,66,1
1109,54-002-110-02,69,1
1110,54-002-010-02,67,1
1111,54-002-113-01,55,1
1112,54-002-113-02,57,1
1113,54-002-114-01,39,1
1114,54-002-014-02,68,1
1115,54-002-115-01,62,1
1116,54-002-004-02,36,1
1117,54-002-115-02,54,1
1118,54-002-006-02,35,1
1119,54-002-116-01,47,1
1120,54-102-317-02,52,1
1121,54-002-117-01,67,1
1122,54-102-312-02,59,1
1123,54-002-118-01,61,1
1124,54-002-119-01,65,1
1125,54-002-120-01,53,1
1126,54-102-321-01,61,1
1127,54-002-121-01,51,1
1128,54-102-322-01,63,1
1129,54-002-122-01,36,1
1130,54-002-123-01,65,1
1131,54-102-323-01,39,1
1132,54-002-124-01,63,1
1133,54-002-125-01,62,1
1134,54-102-324-01,69,1
1135,54-002-127-01,39,1
1136,54-002-128-01,58,1
1137,54-002-129-01,37,1
1138,54-002-130-01,46,1
1139,54-002-131-01,63,1
1140,54-002-132-01,63,1
1141,54-002-133-01,65,1
1142,54-002-134-01,65,1
1143,54-002-134-02,65,1
1144,54-002-135-01,58,1
1145,54-002-136-01,60,1
1146,54-002-137-01,47,1
1147,54-002-138-01,53,1
1148,54-102-235-01,69,1
1149,54-102-228-01,49,1
1150,54-102-229-01,69,1
1151,54-102-230-01,39,1
1152,54-102-218-01,61,1
1153,54-102-350-01,69,1
1154,54-102-210-01,43,1
1155,54-102-357-01,55,1
1156,54-102-358-01,46,1
1157,54-102-205-01,43,1
1158,54-102-335-01,51,1
1159,54-102-359-01,67,1
1160,54-102-361-01,43,1
1161,54-102-362-01,43,1
1162,54-102-204-01,66,1
1163,54-102-201-01,61,1
1164,54-102-080-01,35,1
1165,54-102-079-01,67,1
1166,54-102-078-01,60,1
1167,54-103-039-01,68,1
1168,54-103-038-01,60,1
1169,54-002-024-01,65,1
1170,54-002-138-02,52,1
1171,54-002-139-01,42,1
1172,54-002-140-01,62,1
1173,54-002-141-01,57,1
1174,54-002-141-02,35,1
1175,54-002-151-01,58,1
1176,54-002-153-01,68,1
1177,54-002-154-01,60,1
1178,54-002-154-02,61,1
1179,54-002-155-01,57,1
1180,54-002-156-01,50,1
1181,54-101-098-01,63,1
1182,54-103-031-01,65,1
1183,54-103-032-01,55,1
1184,54-103-035-01,45,1
1185,54-002-023-01,65,1
1186,54-102-347-01,70,1
1187,54-101-083-01,48,1
1188,54-101-084-01,55,1
1189,54-101-085-01,62,1
1190,54-101-086-01,52,1
1191,54-101-087-01,61,1
1192,54-101-088-01,35,1
1193,54-101-090-02,38,1
1194,54-101-092-01,59,1
1195,54-101-093-01,62,1
1196,54-101-094-01,37,1
1197,54-102-180-02,53,1
1198,54-102-174-02,55,1
1199,54-102-110-01,50,1
1200,54-102-125-01,58,1
1201,54-102-127-01,68,1
1202,54-102-128-01,58,1
1203,54-102-129-01,58,1
1204,54-102-130-01,61,1
1205,54-102-131-01,61,1
1206,54-102-132-01,53,1
1207,54-102-133-01,53,1
1208,54-002-022-01,48,1
1209,54-102-346-01,46,1
1210,54-102-242-01,63,1
1211,54-102-101-01,58,1
1212,54-102-102-01,49,1
1213,54-102-103-01,50,1
1214,54-102-104-01,52,1
1215,54-102-105-01,66,1
1216,54-102-106-01,66,1
1217,54-102-117-01,67,1
1218,54-102-118-01,49,1
1219,54-102-119-01,48,1
1220,54-102-120-01,56,1
1221,54-103-036-01,66,1
1222,54-103-037-01,62,1
1223,54-103-040-01,60,1
1224,54-103-043-01,62,1
1225,54-102-302-01,61,1
1226,54-103-050-01,60,1
1227,54-103-049-01,61,1
1228,54-103-048-02,63,1
1229,54-102-301-01,44,1
1230,54-103-047-01,63,1
1231,54-103-046-02,68,1
1232,54-103-045-01,62,1
1233,54-102-135-02,54,1
1234,54-102-146-02,44,1
1235,54-102-147-02,36,1
1236,54-102-120-02,63,1
1237,54-102-121-02,62,1
1238,54-102-122-02,66,1
1239,54-102-124-02,69,1
1240,54-102-124-03,44,1
1241,54-102-128-02,56,1
1242,54-102-110-02,58,1
1243,54-102-238-02,40,1
1244,54-102-239-02,68,1
1245,54-102-254-01,40,1
1246,54-102-253-01,53,1
1247,54-102-252-01,63,1
1248,54-102-260-01,67,1
1249,54-102-250-01,70,1
1250,54-102-249-01,64,1
1251,54-102-248-01,58,1
1252,54-102-247-01,68,1
1253,54-102-246-01,62,1
1254,54-102-245-01,62,1
1255,54-102-244-02,70,1
1256,54-102-244-01,67,1
1257,54-102-290-01,62,1
1258,54-102-289-01,67,1
1259,54-102-268-01,59,1
1260,54-102-267-01,62,1
1261,54-102-266-01,69,1
1262,54-102-265-01,59,1
1263,54-102-264-01,56,1
1264,54-102-263-01,56,1
1265,54-102-262-03,39,1
1266,54-102-262-02,65,1
1267,54-102-262-01,45,1
1268,54-102-261-01,69,1
1269,54-102-316-01,36,1
1270,54-103-103-01,66,1
1271,54-103-104-01,61,1
1272,54-103-105-01,36,1
1273,54-103-105-02,39,1
1274,54-103-106-01,61,1
1275,54-102-019-02,65,1
1276,54-102-094-02,39,1
1277,54-102-294-01,43,1
1278,54-102-294-02,45,1
1279,54-102-295-01,63,1
1280,54-102-296-01,69,1
1281,54-102-280-02,43,1
1282,54-102-280-01,40,1
1283,54-102-279-01,56,1
1284,54-102-278-01,67,1
1285,54-102-277-01,50,1
1286,54-102-107-01,50,1
1287,54-102-108-01,64,1
1288,54-102-109-01,63,1
1289,54-102-298-01,62,1
1290,54-102-298-02,61,1
1291,54-102-299-01,69,1
1292,54-102-300-01,47,1
1293,54-102-281-01,48,1
1294,54-102-282-01,70,1
1295,54-102-291-01,60,1
1296,54-102-292-01,63,1
1297,54-102-293-01,62,1
1298,54-103-063-01,58,1
1299,54-103-064-01,55,1
1300,54-103-065-01,67,1
1301,54-103-065-02,63,1
1302,54-103-066-01,69,1
1303,54-103-067-01,56,1
1304,54-103-069-01,40,1
1305,54-103-070-01,61,1
1306,54-102-317-01,56,1
1307,54-103-071-01,62,1
1308,54-103-073-01,42,1
1309,54-103-073-02,42,1
1310,54-103-074-01,66,1
1311,54-103-076-01,68,1
1312,54-103-077-01,69,1
1313,54-103-079-01,64,1
1314,54-103-080-01,67,1
1315,54-103-081-01,69,1
1316,54-103-082-01,65,1
1317,54-103-083-01,60,1
1318,54-103-084-01,57,1
1319,54-102-315-01,46,1
1320,54-103-085-01,46,1
1321,54-103-085-02,51,1
1322,54-103-087-01,70,1
1323,54-102-314-01,69,1
1324,54-103-061-01,51,1
1325,54-103-060-01,58,1
1326,54-103-059-01,55,1
1327,54-103-093-01,69,1
1328,54-103-094-01,63,1
1329,54-103-094-02,42,1
1330,54-103-095-01,55,1
1331,54-103-096-01,61,1
1332,54-103-096-02,39,1
1333,54-103-097-01,66,1
1334,54-103-098-01,67,1
1335,54-103-099-01,69,1
1336,54-103-101-01,63,1
1337,54-103-102-01,58,1
1338,54-103-102-02,61,1
1339,54-102-300-02,67,1
1340,54-102-300-03,47,1
1341,54-102-269-01,62,1
1342,54-103-088-01,56,1
1343,54-103-089-01,70,1
1344,54-103-090-01,53,1
1345,54-103-091-01,65,1
1346,54-103-108-01,63,1
1347,54-103-109-01,59,1
1348,54-103-110-01,59,1
1349,54-103-112-01,43,1
1350,54-103-113-01,63,1
1351,54-103-114-01,49,1
1352,54-103-121-01,64,1
1353,54-103-120-01,64,1
1354,54-103-119-02,38,1
1355,54-103-116-01,56,1
1356,54-103-117-01,40,1
1357,54-103-118-01,53,1
1358,54-103-118-02,46,1
1359,54-102-313-01,53,1
1360,54-102-270-01,54,1
1361,54-102-271-01,40,1
1362,54-102-272-01,66,1
1363,54-102-273-01,62,1
1364,54-102-274-01,55,1
1365,54-102-287-01,36,1
1366,54-102-286-01,50,1
1367,54-102-285-01,70,1
1368,54-102-284-01,66,1
1369,54-102-283-02,62,1
1370,54-102-283-01,63,1
1371,54-102-275-01,69,1
1372,54-102-276-01,48,1
1373,54-102-259-01,65,1
1374,54-102-259-02,62,1
1375,54-101-024-02,60,1
1376,54-101-005-02,38,1
1377,54-101-008-02,41,1
1378,54-101-079-02,57,1
1379,54-101-094-02,39,1
1380,54-101-081-02,52,1
1381,54-101-012-02,49,1
1382,54-101-089-02,44,1
1383,54-101-063-02,65,1
1384,54-101-071-02,43,1
1385,54-701-002-02,62,2
1386,54-602-062-02,56,2
1387,54-602-059-02,55,2
1388,54-602-047-02,66,2
1389,54-602-056-02,64,2
1390,54-101-058-01,67,1
1391,54-101-095-01,68,1
1392,54-101-096-01,60,1
1393,54-101-096-02,61,1
1394,54-101-097-01,65,1
1395,54-101-097-02,47,1
1396,54-101-099-01,38,1
1397,54-101-100-01,58,1
1398,54-101-101-01,68,1
1399,54-101-102-01,45,1
1400,54-101-103-01,56,1
1401,54-002-050-01,64,1
1402,54-102-312-01,55,1
1403,54-102-311-01,69,1
1404,54-002-052-01,58,1
1405,54-002-053-01,35,1
1406,54-002-055-02,46,1
1407,54-102-310-01,48,1
1408,54-702-002-02,60,2
1409,54-702-011-02,69,2
1410,54-702-015-01,60,2
1411,54-702-006-01,48,2
1412,54-501-004-02,52,2
1413,54-501-017-01,64,2
1414,54-501-048-02,66,2
1415,54-501-046-01,65,2
1416,54-501-096-01,63,2
1417,54-501-019-02,69,2
1418,54-501-010-01,59,2
1419,54-501-014-01,56,2
1420,54-102-309-01,58,1
1421,54-501-007-02,54,2
1422,54-501-015-01,51,2
1423,54-501-008-01,35,2
1424,54-501-012-01,53,2
1425,54-702-006-02,41,2
1426,54-702-009-01,57,2
1427,54-702-014-01,52,2
1428,54-702-003-02,53,2
1429,54-702-002-01,57,2
1430,54-702-003-01,53,2
1431,54-103-058-01,62,1
1432,54-702-005-01,50,2
1433,54-501-056-02,64,2
1434,54-501-055-02,59,2
1435,54-103-058-02,62,1
1436,54-501-044-02,59,2
1437,54-501-070-01,52,2
1438,54-501-070-02,59,2
1439,54-501-074-01,48,1
1440,54-501-054-01,64,2
1441,54-501-086-01,61,2
1442,54-501-054-02,57,2
1443,54-501-057-02,57,2
1444,54-501-063-01,64,2
1445,54-501-062-02,65,2
1446,54-501-060-01,57,2
1447,54-501-084-02,42,2
1448,54-501-093-01,69,2
1449,54-501-071-01,61,2
1450,54-501-087-01,69,2
1451,54-501-015-02,54,2
1452,54-702-019-01,63,1
1453,54-702-019-02,64,1
1454,54-503-001-02,66,2
1455,54-503-002-01,56,2
1456,54-503-003-02,63,2
1457,54-503-010-01,36,2
1458,54-503-012-02,50,2
1459,54-503-016-01,54,2
1460,54-103-057-01,40,1
1461,54-103-057-02,63,1
1462,54-102-255-01,61,1
1463,54-103-056-01,49,1
1464,54-103-054-01,54,1
1465,54-102-257-01,61,1
1466,54-103-054-02,43,1
1467,54-102-256-01,66,1
1468,54-702-016-01,58,2
1469,54-702-016-02,35,2
1470,54-702-017-01,58,2
1471,54-702-018-02,40,2
1472,54-502-005-01,62,2
1473,54-103-053-01,56,1
1474,54-502-009-02,54,2
1475,54-502-010-01,58,2
1476,54-503-014-01,66,2
1477,54-503-019-01,59,2
1478,54-503-022-01,64,2
1479,54-103-052-01,56,1
1480,54-502-002-01,55,2
1481,54-503-015-01,53,2
1482,54-503-022-02,65,2
1483,54-502-006-01,69,2
1484,54-502-003-01,52,2
1485,54-502-003-02,52,2
1486,54-502-005-02,67,2
1487,54-102-243-01,61,1
1488,54-501-043-01,60,2
1489,54-002-164-01,69,1
1490,54-502-007-01,61,2
1491,54-502-013-01,54,2
1492,54-502-015-01,56,2
1493,54-502-015-02,60,2
1494,54-502-016-02,38,2
1495,54-502-020-02,62,2
1496,54-502-021-01,66,2
1497,54-502-022-02,57,2
1498,54-504-007-01,44,2
1499,54-702-023-01,49,2
1500,54-702-022-02,66,2
1501,54-702-020-01,42,2
1502,54-002-056-01,57,1
1503,54-002-056-02,55,1
1504,54-002-057-01,64,1
1505,54-002-058-01,51,1
1506,54-002-163-01,48,1
1507,54-103-033-01,61,1
1508,54-102-241-01,70,1
1509,54-102-251-01,64,1
1510,54-102-240-01,37,1
1511,54-103-075-01,67,1
1512,54-103-122-01,47,1
1513,54-103-116-02,59,1
1514,54-103-115-01,68,1
1515,54-103-111-02,70,1
1516,54-103-110-02,61,1
1517,54-103-109-02,63,1
1518,54-103-107-01,51,1
1519,54-103-072-01,62,1
1520,54-103-068-01,64,1
1521,54-103-064-02,55,1
1522,54-103-062-01,59,1
1523,54-103-055-01,65,1
1524,54-103-049-02,63,1
1525,54-103-086-01,56,1
1526,54-103-092-01,43,1
1527,54-701-040-01,35,2
1528,54-701-042-01,48,2
1529,54-701-038-01,39,2
1530,54-701-044-01,59,2
1531,54-103-019-01,40,1
1532,54-103-046-01,69,1
1533,54-102-239-01,65,1
1534,54-102-116-01,47,1
1535,54-102-115-01,62,1
1536,54-102-114-01,38,1
1537,54-103-006-01,36,1
1538,54-701-043-01,46,2
1539,54-701-042-02,53,2
1540,54-701-041-02,49,2
1541,54-701-039-02,36,2
1542,54-702-001-02,39,2
1543,54-702-001-01,39,2
1544,54-102-113-01,64,1
1545,54-102-112-01,63,1
1546,54-103-005-01,47,1
1547,54-103-027-01,38,1
1548,54-103-034-01,65,1
1549,54-103-041-01,68,1
1550,54-103-042-01,38,1
1551,54-103-044-01,69,1
1552,54-103-045-02,42,1
1553,54-103-048-01,63,1
1554,54-103-060-02,55,1
1555,54-103-069-02,41,1
1556,54-103-078-01,67,1
1557,54-103-100-01,36,1
1558,54-103-106-02,70,1
1559,54-103-111-01,67,1
1560,54-103-119-01,62,1
1561,54-102-111-01,69,1
1562,54-002-162-01,41,1
1563,54-002-161-01,41,1
1564,54-002-160-01,46,1
1565,54-002-166-01,54,1
1566,54-102-143-01,58,1
1567,54-102-145-01,46,1
1568,54-102-146-01,40,1
1569,54-102-147-01,60,1
1570,54-102-134-01,63,1
1571,54-602-020-01,63,2
1572,54-001-040-01,46,1
1573,54-102-136-01,53,1
1574,54-102-135-01,49,1
1575,54-102-137-01,68,1
1576,54-102-138-01,42,1
1577,54-102-140-01,37,1
1578,54-102-237-01,37,1
1579,54-102-148-01,66,1
1580,54-602-021-01,36,2
1581,54-001-070-01,38,1
1582,54-001-077-01,37,1
1583,54-102-149-01,68,1
1584,54-102-150-01,70,1
1585,54-102-151-01,64,1
1586,54-102-121-01,37,1
1587,54-102-122-01,63,1
1588,54-102-123-01,57,1
1589,54-102-124-01,45,1
1590,54-102-141-01,60,1
1591,54-102-144-01,60,1
1592,54-102-142-01,39,1
1593,54-503-001-01,59,2
1594,54-501-048-01,68,2
1595,54-501-078-01,69,2
1596,54-501-014-02,50,2
